"time","lp_id","pct_access","engagement_index"
"2020-01-24",95731,,
"2020-01-24",98265,,
"2020-01-24",65951,,
"2020-01-24",72758,,
"2020-01-24",63178,,
"2020-01-24",37479,,
"2020-01-24",74174,,
"2020-01-24",69863,,
"2020-01-24",79886,,
"2020-01-24",55031,,
"2020-01-24",49050,,
"2020-01-24",99916,,
"2020-01-26",95731,,
"2020-01-26",74174,,
"2020-01-26",69827,,
"2020-01-26",72758,,
"2020-01-26",28504,,
"2020-01-26",99916,,
"2020-01-27",36452,,
"2020-01-27",94788,,
"2020-01-27",72758,,
"2020-01-27",72271,,
"2020-01-27",99916,,
"2020-01-27",37479,,
"2020-01-27",26488,,
"2020-01-27",95731,,
"2020-01-27",28504,,
"2020-01-28",48454,0,
"2020-01-28",68490,0,
"2020-01-28",76256,0.28,129.26
"2020-01-28",75287,0.14,5.56
"2020-01-28",21127,0,
"2020-01-28",13508,0,
"2020-01-28",96706,0,
"2020-01-28",75773,0.07,6.95
"2020-01-28",41587,0,
"2020-01-28",61651,0,
"2020-01-28",95204,0.07,1.39
"2020-01-28",49050,11.33,4521.89
"2020-01-28",54827,0.07,6.25
"2020-01-28",14769,4.86,487.14
"2020-01-28",69827,7.44,600.42
"2020-01-28",49369,0.35,69.49
"2020-01-28",77713,1.46,631.69
"2020-01-28",71370,0.07,6.95
"2020-01-28",48165,0.14,41.7
"2020-01-28",55007,0.07,2.78
"2020-01-28",36571,0,
"2020-01-28",52196,0.14,11.81
"2020-01-28",50129,0,
"2020-01-28",71805,0.49,26.41
"2020-01-28",10533,1.81,173.73
"2020-01-28",22510,0.21,33.36
"2020-01-28",92894,1.11,72.97
"2020-01-28",53775,0.56,105.63
"2020-01-28",53399,0.35,28.49
"2020-01-28",93256,0,
"2020-01-28",24711,13.69,24442.67
"2020-01-28",57371,0.07,6.95
"2020-01-28",80225,0.07,1.39
"2020-01-28",86775,0.83,191.1
"2020-01-28",15225,0.28,9.03
"2020-01-28",11286,0.14,8.34
"2020-01-28",27053,0.07,23.63
"2020-01-28",95859,0.49,34.75
"2020-01-28",32340,0.14,2.78
"2020-01-28",10178,0.14,2.08
"2020-01-28",49521,0.07,5.56
"2020-01-28",36620,0,
"2020-01-28",44025,0.07,8.34
"2020-01-28",37804,0.07,1.39
"2020-01-28",86812,0.07,2.78
"2020-01-28",63073,1.32,592.08
"2020-01-28",26533,0.07,11.12
"2020-01-28",95731,67.62,21365.53
"2020-01-28",76122,0.07,4.17
"2020-01-28",31827,0,
"2020-01-28",16633,1.32,68.8
"2020-01-28",81189,1.11,287.7
"2020-01-28",90151,0,
"2020-01-28",91030,0,
"2020-01-28",38876,0.07,1.39
"2020-01-28",10084,0,
"2020-01-28",60163,0.14,4.17
"2020-01-28",26488,27.59,15290.48
"2020-01-28",39118,0,
"2020-01-28",98402,19.32,1754.69
"2020-01-28",78063,0.07,1.39
"2020-01-28",24778,0,
