"time","lp_id","pct_access","engagement_index"
"2020-02-15",99916,,
"2020-02-15",95731,,
"2020-02-15",28504,,
"2020-02-15",10533,,
"2020-02-16",79673,,
"2020-02-16",99916,,
"2020-02-16",65277,,
"2020-02-16",28504,,
"2020-02-16",95731,,
"2020-02-17",45005,4.35,260.87
"2020-02-17",86059,4.35,347.83
"2020-02-17",45328,4.35,86.96
"2020-02-17",28504,0,
"2020-02-17",33185,4.35,304.35
"2020-02-17",29322,8.7,173.91
"2020-02-17",25585,0,
"2020-02-17",78818,4.35,86.96
"2020-02-17",98001,0,
"2020-02-17",16401,4.35,43.48
"2020-02-17",67035,0,
"2020-02-17",76952,0,
"2020-02-17",65277,0,
"2020-02-17",10533,0,
"2020-02-17",86575,0,
"2020-02-17",32340,4.35,260.87
"2020-02-17",61401,0,
"2020-02-17",16164,4.35,86.96
"2020-02-17",23483,4.35,260.87
"2020-02-17",69827,8.7,260.87
"2020-02-17",72929,0,
"2020-02-17",40942,4.35,521.74
"2020-02-17",95731,60.87,13652.17
"2020-02-17",49751,4.35,86.96
"2020-02-17",72468,4.35,173.91
"2020-02-17",19982,4.35,260.87
"2020-02-17",78247,0,
"2020-02-17",98265,13.04,869.57
"2020-02-17",26488,8.7,3478.26
"2020-02-17",24342,8.7,1173.91
"2020-02-17",33946,4.35,86.96
"2020-02-17",99916,4.35,826.09
"2020-02-17",37479,0,
"2020-02-17",16633,0,
"2020-02-17",32213,21.74,1478.26
"2020-02-17",47364,17.39,2565.22
"2020-02-17",52448,0,
"2020-02-17",73323,4.35,2217.39
"2020-02-17",33753,0,
"2020-02-17",72758,4.35,1130.43
"2020-02-17",48165,4.35,173.91
"2020-02-17",90153,0,
"2020-02-18",65358,0.4,7.97
"2020-02-18",63335,0.13,19.92
"2020-02-18",53627,0,
"2020-02-18",64915,0.13,2.66
"2020-02-18",56218,0.13,2.66
"2020-02-18",11585,0.13,21.25
"2020-02-18",75451,0.27,42.5
"2020-02-18",30025,0.13,2.66
"2020-02-18",76952,0,
"2020-02-18",90929,0,
"2020-02-18",48165,0.4,27.89
"2020-02-18",14168,1.06,69.06
"2020-02-18",92871,0,
"2020-02-18",45820,0.66,53.12
"2020-02-18",83248,0.13,43.82
"2020-02-18",13699,1.46,62.42
"2020-02-18",86703,0,
"2020-02-18",85919,0.13,933.6
"2020-02-18",60825,0.4,23.9
"2020-02-18",26753,0.13,2.66
"2020-02-18",94058,0.27,5.31
"2020-02-18",45328,0.13,15.94
"2020-02-18",29158,0.13,1.33
"2020-02-18",71000,0.13,5.31
"2020-02-18",14769,0.93,116.87
"2020-02-18",73952,1.33,66.4
"2020-02-18",36620,0.4,81.01
"2020-02-18",17941,5.31,335.99
"2020-02-18",72108,0.53,59.76
"2020-02-18",57084,1.06,34.53
"2020-02-18",61945,0.93,69.06
"2020-02-18",24532,0.13,2.66
"2020-02-18",69863,1.86,108.9
"2020-02-18",40942,0.13,5.31
"2020-02-18",73084,0.13,2.66
"2020-02-18",13591,0.27,18.59
"2020-02-18",54827,3.59,791.5
"2020-02-18",18090,0.13,2.66
"2020-02-18",94158,0.13,10.62
"2020-02-18",33946,0.13,2.66
"2020-02-18",84217,0.13,2.66
"2020-02-18",26696,0.66,31.87
"2020-02-18",54430,2.12,112.88
"2020-02-18",16164,0.8,21.25
"2020-02-18",59762,0,
"2020-02-18",64013,0.13,7.97
"2020-02-18",70075,0.13,2.66
"2020-02-18",57371,0.13,2.66
"2020-02-18",10625,0.53,86.32
"2020-02-18",35201,0.66,57.1
"2020-02-18",24120,5.58,652.06
"2020-02-18",98001,0,
"2020-02-18",29322,25.37,2828.69
"2020-02-18",50479,3.32,505.98
"2020-02-18",23483,0.53,66.4
"2020-02-18",91873,0.27,18.59
"2020-02-18",30593,13.15,6490.04
"2020-02-18",49751,0.13,2.66
"2020-02-18",81236,0.13,6.64
"2020-02-18",10650,0.13,21.25
"2020-02-18",94324,1.06,106.24
"2020-02-18",28701,0,
"2020-02-18",13205,0.13,5.31
"2020-02-18",73323,0.13,15.94
"2020-02-18",97988,0.27,5.31
"2020-02-18",29286,0.27,5.31
"2020-02-18",47261,0.13,19.92
"2020-02-18",78818,0.27,10.62
"2020-02-18",38871,0.13,2.66
"2020-02-18",39048,0.27,11.95
"2020-02-18",45834,0.66,37.18
"2020-02-18",33326,0.53,10.62
"2020-02-18",78586,0.13,2.66
"2020-02-18",81400,0.53,21.25
"2020-02-18",64948,0,
"2020-02-18",99916,13.01,1258.96
"2020-02-18",32141,1.06,23.9
"2020-02-18",98265,26.96,6355.91
"2020-02-18",32213,69.72,15686.59
"2020-02-18",90153,0.13,2.66
"2020-02-18",72460,0.13,2.66
"2020-02-18",95731,48.87,14722.44
"2020-02-18",85682,0,
"2020-02-18",40928,0.93,18.59
"2020-02-18",26488,13.41,4050.46
"2020-02-18",81127,4.38,166
"2020-02-18",38876,0.27,34.53
"2020-02-18",76649,23.11,888.45
"2020-02-18",16468,0.13,2.66
"2020-02-18",22879,0.13,2.66
"2020-02-18",68019,0.93,282.87
"2020-02-18",29790,0.27,23.9
"2020-02-18",80431,0.13,58.43
"2020-02-18",13496,4.78,359.89
"2020-02-18",85975,7.97,2221.78
"2020-02-18",89688,2.39,293.49
"2020-02-18",16633,0.53,13.28
"2020-02-18",70167,0.13,2.66
"2020-02-18",76229,8.23,798.14
"2020-02-18",83112,0,
"2020-02-18",88885,0.27,10.62
"2020-02-18",11206,0.27,5.31
"2020-02-18",94984,5.44,381.14
"2020-02-18",13429,0.8,15.94
"2020-02-18",72758,0.4,37.18
"2020-02-18",55031,6.11,664.01
"2020-02-18",77698,0,
"2020-02-18",87342,0.53,100.93
"2020-02-18",16406,0.13,2.66
"2020-02-18",83862,0.13,2.66
"2020-02-18",88878,0.13,5.31
"2020-02-18",47364,2.52,671.98
"2020-02-18",36218,0,
"2020-02-18",47267,0,
"2020-02-18",71702,0.13,2.66
"2020-02-18",22773,0.66,18.59
"2020-02-18",33185,12.35,948.21
"2020-02-18",28504,4.91,391.77
"2020-02-18",85072,0.13,2.66
"2020-02-18",79558,0.13,5.31
"2020-02-18",91030,0.27,21.25
"2020-02-18",64124,3.19,342.63
"2020-02-18",24342,0.53,131.47
"2020-02-18",69827,10.23,552.46
"2020-02-18",65277,0.13,2.66
"2020-02-18",26491,0.13,5.31
"2020-02-18",19982,0.13,2.66
"2020-02-18",94788,0,
"2020-02-18",43619,0.13,2.66
"2020-02-18",43491,0.27,49.14
"2020-02-18",24711,1.33,350.6
"2020-02-18",49706,0,
"2020-02-18",16401,0.93,106.24
"2020-02-18",93256,0.13,5.31
"2020-02-18",10533,1.59,162.02
"2020-02-18",83118,0.13,2.66
"2020-02-18",57293,0.13,2.66
"2020-02-18",95859,0,
"2020-02-18",86575,0.93,209.83
"2020-02-18",86407,0,
"2020-02-18",48454,0.13,13.28
"2020-02-18",79673,0.53,22.58
"2020-02-18",80144,1.33,42.5
"2020-02-18",55007,0,
"2020-02-18",33753,0,
"2020-02-18",52175,0.27,11.95
"2020-02-18",28199,0.27,62.42
"2020-02-18",83270,0.13,2.66
"2020-02-18",62934,3.19,818.06
"2020-02-18",79794,0.8,62.42
"2020-02-18",76214,3.59,730.41
"2020-02-18",69429,0.27,5.31
"2020-02-18",99066,0,
"2020-02-18",92867,0.13,7.97
"2020-02-18",78730,0.27,25.23
"2020-02-18",58840,1.86,159.36
"2020-02-18",80560,2.66,1084.99
"2020-02-18",55589,0.13,47.81
"2020-02-18",32340,0.53,193.89
"2020-02-18",11237,0,
"2020-02-18",20256,0,
"2020-02-18",11406,0.27,15.94
"2020-02-18",83076,0.13,2.66
"2020-02-18",96697,0.13,2.66
"2020-02-18",86059,2.12,351.93
"2020-02-18",30591,0.13,2.66
"2020-02-18",86775,0,
