"time","lp_id","pct_access","engagement_index"
"2020-01-01",33624,0.01,0.11
"2020-01-01",26488,0.06,16.17
"2020-01-01",17943,0.02,2.28
"2020-01-01",48165,0.02,0.46
"2020-01-01",13591,0,
"2020-01-01",95731,0.55,88.14
"2020-01-01",83270,0.01,0.11
"2020-01-01",72758,0.02,0.23
"2020-01-01",19184,0.01,0.11
"2020-01-01",49751,0.07,3.87
"2020-01-01",29790,0.01,0.23
"2020-01-01",49785,0,
"2020-01-01",24829,0,
"2020-01-01",64124,0.02,13.44
"2020-01-01",53399,0.01,0.46
"2020-01-01",46123,0.01,0.23
"2020-01-01",45601,0.02,2.39
"2020-01-01",19101,0.01,8.77
"2020-01-01",91397,0.01,0.11
"2020-01-01",77698,0.01,0.68
"2020-01-01",87342,0.01,0.34
"2020-01-01",33185,0.01,0.46
"2020-01-01",81189,0.01,0.8
"2020-01-01",13496,0.06,30.75
"2020-01-01",80399,0.01,0.46
"2020-01-01",55031,0,
"2020-01-01",98265,0.01,0.23
"2020-01-01",32213,0.08,4.78
"2020-01-01",28504,0.01,6.49
"2020-01-01",22741,0.01,0.57
"2020-01-01",84152,0,
"2020-01-01",50479,0.02,1.14
"2020-01-01",25156,0.01,0.11
"2020-01-01",21917,0.01,0.57
"2020-01-01",80131,0,
"2020-01-01",57084,0.27,14.35
"2020-01-01",79673,0,
"2020-01-01",47364,0.63,65.94
"2020-01-01",69863,0.02,0.23
"2020-01-01",96570,0.01,0.11
"2020-01-01",89050,0.01,0.11
"2020-01-01",52758,0.01,0.11
"2020-01-01",70167,0.01,0.11
"2020-01-01",90153,0.06,2.05
"2020-01-01",51340,0.01,0.68
"2020-01-01",30851,0.01,0.34
"2020-01-01",66551,0.01,0.11
"2020-01-01",56028,0.01,0.68
"2020-01-01",92290,0.01,2.51
"2020-01-01",89802,0.01,2.73
"2020-01-01",88193,0.01,0.11
"2020-01-01",15254,0.02,0.8
"2020-01-01",85682,0,
"2020-01-01",83848,0.01,0.46
"2020-01-01",16406,0.02,3.19
"2020-01-01",52175,0.01,0.23
"2020-01-01",99916,0.14,6.49
"2020-01-01",97209,0.01,0.11
"2020-01-01",29322,0.02,2.85
"2020-01-01",35342,0,
"2020-01-01",28701,0.01,0.34
"2020-01-01",90014,0,
"2020-01-01",87650,0.01,0.91
"2020-01-01",25559,0.02,9.11
"2020-01-01",13699,0.03,0.8
"2020-01-01",43491,0.01,0.23
"2020-01-01",76214,0.01,1.14
"2020-01-01",57513,0.01,0.34
"2020-01-01",76007,0.01,1.02
"2020-01-01",69827,0.05,3.19
"2020-01-01",55589,0.01,0.23
"2020-01-01",76649,0.15,5.58
"2020-01-01",57949,0.01,2.28
"2020-01-01",60825,0.01,1.71
"2020-01-01",64947,0.02,3.64
"2020-01-01",80560,0.05,2.28
"2020-01-01",72713,0.01,0.34
"2020-01-01",48577,0.01,0.11
"2020-01-01",92844,0.01,1.02
"2020-01-01",64948,0.01,0.11
"2020-01-01",86059,0.05,2.39
"2020-01-01",98001,0,
"2020-01-01",34983,0.1,8.09
"2020-01-01",14168,0.01,0.34
"2020-01-01",80616,0.01,0.46
"2020-01-01",99671,0.01,1.94
