code,num
C1003,255.1168301011837
C1006,419.1809049508346
C1016,617.1495135444753
C1019,256.40630604910075
C1030,40.59202873211556
C1038,299.07272202275294
C1040,492.0237346670333
C1060,572.3517217806896
C1064,734.8081761313576
C1071,532.9696818908889
C1072,682.4941905382648
C1083,444.13690713813156
C1105,915.325745287025
C1128,1192.803058866207
C1135,202.64720766805883
C1147,732.0588164131298
C1149,554.4467235715767
C1152,1197.4418727155153
C1158,244.8434813223613
C1166,278.9392127252074
C1189,245.56829378971227
C1215,637.3142930325091
C1216,248.81823721708946
C1225,173.4676548788285
C1229,260.21027116274746
C1239,419.3979352787411
C1250,964.6701810240761
C1253,806.2627351279145
C1266,387.5129481261524
C1267,418.4797838260952
C1282,521.2846620529427
C1289,323.58001456849775
C1294,736.4256696917791
C1297,502.1763991093227
C1311,170.89408985595767
C1318,248.713469935129
C1323,502.71484883051966
C1332,1126.444987748839
C1349,218.44300599816563
C1377,367.36350846977894
C1392,659.8480507840907
C1414,359.86590828706426
C1416,887.9316674145655
C1456,494.51383815697386
C1457,538.1732226017002
C1472,466.5569335105688
C1474,131.66310286996
C1494,891.0413258508607
C1495,949.6517896767739
C1496,724.248967396814
C1521,1204.5144086660407
C1525,1097.260038435905
C1563,1768.1427852243019
C1564,279.884689171608
C1570,863.9466412477241
C1593,239.7450182232934
C1602,311.0693294826987
C1603,504.14441580679136
C1604,412.6805673693088
C1617,960.0931608457245
C1621,533.573554241355
C1623,260.0857313978061
C1629,172.54272685892522
C1633,184.17424401884537
C1637,501.08291399867284
C1640,556.389711099109
C1683,228.93821807568438
C1692,853.6939407243373
C1708,263.09887439880373
C1712,658.4944743339316
C1721,603.2238894216034
C1729,200.46194518591466
C1741,363.09362633238834
C1749,505.02136827928626
C1772,467.8887603088897
C1782,401.7216557801514
C1794,1036.2104461552335
C1812,230.5216929222431
C1826,266.4387868061758
C1827,468.1828586753724
C1830,789.847807899365
C1835,746.7650237162445
C1840,519.32047524701
C1841,51.58838580461395
C1844,535.2888808194613
C1849,598.5591912695402
C1852,788.4038387877678
C1855,338.4969709501694
C1887,720.893084113557
C1902,787.7998206587968
C2028,1042.6590554238553
C2033,347.7762142808841
C2039,979.0445844125421
C2043,224.48041257492116
C2072,267.1496752684626
C2076,817.8894570877926
C2091,129.94732497129266
C2112,299.28463277562065
C2113,635.8614405029209
C2128,316.01274735886767
C2131,518.7773523520401
C2144,541.0826330329261
C2152,32.724149594428695
C2174,446.29043143130525
C2175,862.5000097080824
C2177,269.7921972893819
C2189,261.80763487032925
C2215,423.93893663562204
C2222,400.8474975035324
C2224,812.5183437443328
C2253,206.9618752806128
C2267,865.4020818184363
C2268,478.8471450180343
C2269,532.3059813074577
C2292,689.1193127109241
C2295,479.0323638753089
C2303,1099.1513511535118
C2318,144.6294339990115
C2323,541.7813542852272
C2363,388.1967099350242
C2369,672.4642342443346
C2374,308.3018740989174
C2397,532.4495842019068
C2404,96.30529044819019
C2411,614.6608627008254
C2417,418.28243339237736
C2423,132.5869134150741
C2430,666.769141538628
C2436,752.2205627923076
C2451,488.30877071527334
C2456,257.60285903207597
C2473,900.974066193904
C2497,588.8517100498138
C2523,323.3048447594071
C2535,555.3145859081538
C2547,434.0637418593946
C2551,436.1469588240197
C2555,1222.3125575920822
C2557,767.2956488858281
C2600,441.14996259426573
C2602,241.3268343458577
C2608,983.2613439049815
C2646,590.4307653729634
C2653,955.6312144379426
C2676,469.0076007072994
C2688,122.12077399868994
C2691,1055.386726193275
C2675,0
C2335,0
C1327,0
