code,num
C1003,292.99432519386704
C1006,463.9874454513453
C1016,644.7222820909842
C1019,268.31444716200815
C1030,29.69302622658215
C1038,310.34854573528503
C1040,534.225860736342
C1060,596.9786997299639
C1064,686.1821069994405
C1071,526.3877994447452
C1072,713.8957451958768
C1083,465.0741911442585
C1105,945.401240930526
C1128,1190.5797294570893
C1135,218.66490822705933
C1147,798.6437247689773
C1149,543.4856735284739
C1152,1122.215206030405
C1158,261.2188307628622
C1166,333.29760427468966
C1189,254.5881624112747
C1215,659.6513985251371
C1216,252.27200014533906
C1225,182.51096322398237
C1229,280.627682807597
C1239,406.41723289230254
C1250,1005.0050186032637
C1253,809.4189909529539
C1266,527.5593981608745
C1267,420.494546147336
C1282,547.3989622686781
C1289,347.5051343048377
C1294,676.4955516299214
C1297,478.02417124871135
C1311,308.8328415344564
C1318,270.6618873906077
C1323,489.4493230276893
C1332,1202.7022922381475
C1349,222.10042626581532
C1377,346.22007947794475
C1392,663.7485782889653
C1414,485.59424868023103
C1416,914.6108845674269
C1456,527.5986154284985
C1457,600.4314514810435
C1472,485.1807421021723
C1474,138.47785255503226
C1494,960.6690633001447
C1495,896.436901679609
C1496,754.3119369805044
C1521,1149.668241483989
C1525,1074.2205389468756
C1563,1836.0825479065577
C1564,284.294968129717
C1570,930.1135349174201
C1593,253.41299360443054
C1602,310.64906209413704
C1603,501.82087951167335
C1604,465.33564675022956
C1617,1001.3428105259732
C1621,549.5372875659555
C1623,269.1052038148349
C1629,166.99796910409054
C1633,201.87857047170223
C1637,499.22251855906006
C1640,481.31175599801395
C1683,247.5307424561415
C1692,914.7267584672181
C1708,262.5936344000072
C1712,654.7105363234174
C1721,644.0413017062506
C1729,91.9823251440715
C1741,414.07085028484573
C1749,607.911101283555
C1772,484.4059849083718
C1782,450.49602186437363
C1794,1016.1591956885459
C1812,131.7314755412408
C1826,252.80180994591015
C1827,416.15168158713925
C1830,787.007973637948
C1835,785.6861118427379
C1840,507.3548462572917
C1841,62.790960791377955
C1844,550.1482801305223
C1849,618.44618464828
C1852,805.8364626586873
C1855,333.9704105743619
C1887,671.9718547317972
C1902,848.862236700716
C2028,981.6948835145537
C2033,355.94826033774143
C2039,917.1553113660541
C2043,273.8412194585584
C2072,272.1797996397936
C2076,929.2274159672364
C2091,137.03608850930365
C2112,321.9578607085597
C2113,639.316644791091
C2128,300.93676290927044
C2131,528.0805398505903
C2144,568.2874582602897
C2152,36.62455956516219
C2174,520.77983406583
C2175,903.9381691495025
C2177,168.73476720816828
C2189,270.2452392593829
C2215,405.1795415161556
C2222,384.2080724890949
C2224,882.0600066330097
C2253,129.1196261149752
C2267,923.5618710998513
C2268,471.34324265908884
C2269,553.3702806558648
C2292,646.5581518040769
C2295,438.48830681182346
C2303,1457.471416760809
C2318,239.9551619388269
C2323,543.7276234976529
C2363,497.4799327962729
C2369,623.0470936932109
C2374,338.7349290337156
C2397,573.2869466905388
C2404,125.80148666237574
C2411,643.0314922679913
C2417,470.44242556975075
C2423,162.65947568888038
C2430,696.8537927805944
C2436,690.6819029640169
C2451,517.0527957023809
C2456,266.1625177734379
C2473,940.0181539473674
C2497,619.4564883364038
C2523,328.8157013887942
C2535,569.6357450368764
C2547,464.8983160509474
C2551,471.2148268229247
C2555,1261.3669642529696
C2557,853.3014011227212
C2600,434.7845963402238
C2602,251.5464267059939
C2608,1006.2041602161461
C2646,558.2477207975444
C2653,990.0641022991914
C2676,347.14438019431157
C2688,117.13469132807829
C2691,1119.2198088139849
C2675,0
C2335,0
C1327,0
