"time","lp_id","pct_access","engagement_index"
"2020-11-18",65951,0.03,0.28
"2020-11-18",45910,0.03,0.28
"2020-11-18",59434,1.22,102.76
"2020-11-18",42321,0.03,0.55
"2020-11-18",17920,0.19,25.14
"2020-11-18",24744,0.08,1.1
"2020-11-18",37017,0.19,19.89
"2020-11-18",33326,0.03,1.93
"2020-11-18",93256,0.03,0.28
"2020-11-18",88925,0.19,2.76
"2020-11-18",63075,0.08,9.67
"2020-11-18",24637,0.06,2.21
"2020-11-18",37447,0,
"2020-11-18",30008,0.03,3.04
"2020-11-18",51265,0.03,0.83
"2020-11-18",64630,0.14,4.42
"2020-11-18",48708,0.08,2.76
"2020-11-18",45005,0.03,0.28
"2020-11-18",78768,0.03,1.1
"2020-11-18",65131,2.62,322.38
"2020-11-18",16401,0.03,0.28
"2020-11-18",35007,0.11,4.97
"2020-11-18",90091,0.28,45.86
"2020-11-18",81654,0.06,2.49
"2020-11-18",13282,0,
"2020-11-18",80431,0.03,2.21
"2020-11-18",26248,0.11,1.38
"2020-11-18",14153,0.03,0.83
"2020-11-18",16986,0,
"2020-11-18",71805,0.11,2.21
"2020-11-18",42725,0.06,1.38
"2020-11-18",69973,0.03,1.93
"2020-11-18",55450,0.06,15.47
"2020-11-18",58737,0.08,1.93
"2020-11-18",58986,0,
"2020-11-18",83283,0.03,0.28
"2020-11-18",89935,0.03,1.1
"2020-11-18",27232,0.03,0.83
"2020-11-18",97209,0.03,0.55
"2020-11-18",70957,0.03,0.55
"2020-11-18",22767,0.08,1.1
"2020-11-18",76661,0.03,3.31
"2020-11-18",11712,0.08,28.73
"2020-11-18",80972,0.22,15.47
"2020-11-18",38755,0.06,11.88
"2020-11-18",68845,0,
"2020-11-18",92290,0.06,1.38
"2020-11-18",49246,0,
"2020-11-18",76472,0.03,0.28
"2020-11-18",10625,0.03,4.42
"2020-11-18",18982,0,
"2020-11-18",35696,0.22,6.08
"2020-11-18",76391,0,
"2020-11-18",65358,0.03,0.28
"2020-11-18",11910,0.06,1.1
"2020-11-18",90635,0.06,0.55
"2020-11-18",65797,0.8,71.27
"2020-11-18",28003,0,
"2020-11-18",64838,0.55,110.5
"2020-11-18",31956,0.03,0.28
"2020-11-18",54827,0,
"2020-11-18",64948,2.49,241.71
"2020-11-18",77320,0.03,0.55
"2020-11-18",45161,0,
"2020-11-18",77774,0.17,8.56
"2020-11-18",92993,0.8,195.3
"2020-11-18",16753,0.03,0.28
"2020-11-18",18659,0.03,0.28
"2020-11-18",73358,0.03,0.83
"2020-11-18",85721,0,
"2020-11-18",98265,2.07,174.59
"2020-11-18",15562,0.03,0.28
"2020-11-18",71146,0.03,0.28
"2020-11-18",41982,0,
"2020-11-18",86575,0.03,0.28
"2020-11-18",64947,0.39,64.09
"2020-11-18",91030,3.2,1127.9
"2020-11-18",74653,0.06,18.78
"2020-11-18",61292,21.16,6092.82
"2020-11-18",72468,0.06,0.55
"2020-11-18",25267,0.03,0.55
"2020-11-18",83248,0.06,0.55
"2020-11-18",47319,0.03,0.55
"2020-11-18",30593,0.03,3.31
"2020-11-18",28467,0,
"2020-11-18",11406,0.14,4.97
"2020-11-18",78746,0.03,0.28
"2020-11-18",47267,0.47,14.09
"2020-11-18",55046,0,
"2020-11-18",64581,0,
"2020-11-18",20069,3.26,382.32
"2020-11-18",15600,0.19,30.11
"2020-11-18",64850,0,
"2020-11-18",16633,0.03,1.38
"2020-11-18",28701,0.06,3.59
"2020-11-18",44310,0.03,6.63
"2020-11-18",39806,0.03,1.38
"2020-11-18",87762,0.03,0.28
"2020-11-18",28525,0,
"2020-11-18",62894,0.03,6.08
"2020-11-18",49369,0.03,16.85
"2020-11-18",83704,0.06,1.93
"2020-11-18",52615,0.06,5.52
"2020-11-18",33624,0.06,1.1
"2020-11-18",35971,0.5,26.52
"2020-11-18",52196,0.66,49.72
"2020-11-18",88014,0,
"2020-11-18",18449,0.03,0.55
"2020-11-18",11237,0.06,0.83
"2020-11-18",28199,0,
"2020-11-18",12816,0,
"2020-11-18",11286,0.06,7.46
"2020-11-18",76036,0.06,5.52
"2020-11-18",10650,0.08,10.77
"2020-11-18",48532,0.03,0.28
"2020-11-18",14124,0.06,18.78
"2020-11-18",68019,0.33,20.72
"2020-11-18",17941,0.11,3.31
"2020-11-18",35714,0,
"2020-11-18",82177,0.03,3.59
"2020-11-18",65195,0.08,1.38
"2020-11-18",67701,0.08,3.87
"2020-11-18",41730,0.03,1.66
"2020-11-18",59304,0,
"2020-11-18",43491,0.11,8.56
"2020-11-18",14769,0.41,27.07
"2020-11-18",52758,0.03,0.55
"2020-11-18",33562,0.06,1.66
"2020-11-18",46534,0.17,17.4
"2020-11-18",85072,0.03,0.28
"2020-11-18",70740,0.03,0.28
"2020-11-18",11230,0.11,1.66
"2020-11-18",24461,0.08,9.67
"2020-11-18",73814,0.03,0.83
"2020-11-18",18296,0,
"2020-11-18",53708,0.03,0.28
"2020-11-18",14588,0.06,2.21
"2020-11-18",29921,0,
"2020-11-18",49751,0.11,6.35
