"time","lp_id","pct_access","engagement_index"
"2020-01-01",41424,0.15,61.39
"2020-01-01",86059,0.05,0.49
"2020-01-01",63698,0.05,0.49
"2020-01-01",95731,1.67,208.25
"2020-01-01",69863,0.1,5.4
"2020-01-01",49751,0.05,2.95
"2020-01-01",41587,0,
"2020-01-01",15225,0.05,0.98
"2020-01-01",10625,0.1,20.63
"2020-01-01",13326,0.05,1.96
"2020-01-01",14769,0.05,2.46
"2020-01-01",72758,0.05,1.96
"2020-01-01",50479,0.1,2.95
"2020-01-01",80144,0.05,0.98
"2020-01-01",16164,0.05,0.98
"2020-01-01",29322,0.05,12.77
"2020-01-01",98265,0.05,6.88
"2020-01-01",76889,0,
"2020-01-01",28633,0,
"2020-01-01",81189,0.1,7.86
"2020-01-01",42410,0.2,25.54
"2020-01-01",51340,0.15,9.33
"2020-01-01",19184,0.05,0.49
"2020-01-01",48165,0,
"2020-01-01",56028,0.05,2.95
"2020-01-01",65277,0,
"2020-01-01",91030,0.05,0.49
"2020-01-01",34887,0.05,0.49
"2020-01-01",77713,0.1,11.79
"2020-01-01",46123,0.05,0.49
"2020-01-01",50692,0,
"2020-01-01",96111,0,
"2020-01-01",32213,1.42,153.73
"2020-01-01",60825,0.05,1.47
"2020-01-01",55589,0.05,1.47
"2020-01-01",45601,0.05,13.26
"2020-01-01",87762,0.05,1.47
"2020-01-01",25585,0,
"2020-01-01",88925,0.15,1.47
"2020-01-01",86775,0.1,7.37
"2020-01-01",77774,0,
"2020-01-01",68713,0,
"2020-01-01",28504,0.05,2.95
"2020-01-01",37479,0,
"2020-01-01",26488,0.34,338.41
"2020-01-01",33185,0.05,8.84
"2020-01-01",71279,0.05,1.96
"2020-01-01",95859,0,
"2020-01-01",70167,0,
"2020-01-01",13591,0.05,4.42
"2020-01-01",72468,0,
"2020-01-01",57513,0.1,0.98
"2020-01-01",69827,0.34,10.81
"2020-01-01",92871,0.1,4.42
"2020-01-01",88341,0.1,8.84
"2020-01-01",90153,0.15,21.12
"2020-01-01",36620,0.2,32.91
"2020-01-01",37804,0,
"2020-01-01",22856,0.05,0.98
"2020-01-01",99916,0.69,33.4
"2020-01-02",29787,0,
"2020-01-02",94984,0.1,4.42
"2020-01-02",85975,0.05,5.89
"2020-01-02",87342,0.1,1.47
"2020-01-02",76649,0.05,0.49
"2020-01-02",25793,0.1,1.96
"2020-01-02",24711,0,
"2020-01-02",58235,0,
"2020-01-02",87696,0,
"2020-01-02",52196,0,
"2020-01-02",60825,0.15,3.44
"2020-01-02",41587,0.05,0.98
"2020-01-02",81189,0.15,15.72
"2020-01-02",51853,0,
"2020-01-02",36620,0.15,14.24
"2020-01-02",84652,0,
"2020-01-02",55032,0,
"2020-01-02",10625,0.05,5.89
"2020-01-02",56028,0.15,7.86
"2020-01-02",75451,0.05,3.93
"2020-01-02",76214,0,
"2020-01-02",26696,0,
"2020-01-02",99671,0.15,27.5
"2020-01-02",69827,5.11,205.3
"2020-01-02",76889,0.05,9.33
"2020-01-02",26491,0.05,0.98
"2020-01-02",92867,0.05,13.26
"2020-01-02",10533,0,
"2020-01-02",48165,0.05,0.49
"2020-01-02",92871,0.93,68.27
"2020-01-02",83862,0.1,0.98
"2020-01-02",95731,11.98,1246.07
"2020-01-02",14124,0.05,2.95
"2020-01-02",86059,0.34,8.35
"2020-01-02",95859,0,
"2020-01-02",32213,9.33,738.21
"2020-01-02",42958,0,
"2020-01-02",63698,0.15,4.42
"2020-01-02",57513,0.05,51.57
"2020-01-02",44820,0.05,1.47
"2020-01-02",77832,0.98,16.7
"2020-01-02",46868,0,
"2020-01-02",13591,0.15,4.91
"2020-01-02",15225,0.05,0.98
"2020-01-02",16401,0,
"2020-01-02",77698,0.15,5.4
"2020-01-02",34887,0.05,7.86
"2020-01-02",72703,0,
"2020-01-02",37804,0,
"2020-01-02",88925,2.06,55.5
"2020-01-02",55589,0.44,83.5
"2020-01-02",72380,0,
"2020-01-02",80574,0,
"2020-01-02",11635,0,
"2020-01-02",92894,0.1,0.98
"2020-01-02",81654,0,
"2020-01-02",37745,0,
"2020-01-02",46123,0.1,1.47
"2020-01-02",98001,0,
"2020-01-02",13496,1.96,96.76
"2020-01-02",57084,0.69,22.59
"2020-01-02",35237,0,
"2020-01-02",78818,0,
"2020-01-02",49912,0,
"2020-01-02",19181,0.39,28
"2020-01-02",49571,0,
"2020-01-02",24532,0,
"2020-01-02",41381,0,
"2020-01-02",57293,0.05,3.44
"2020-01-02",27250,0.1,5.4
"2020-01-02",16164,0.2,4.42
"2020-01-02",66838,0,
"2020-01-02",90153,0.25,8.84
"2020-01-02",97280,1.28,360.51
"2020-01-02",37479,0,
"2020-01-02",98165,0,
"2020-01-02",50479,0.15,15.23
"2020-01-02",65277,0,
"2020-01-02",98265,0.25,22.59
"2020-01-02",29158,0,
"2020-01-02",69863,0.49,21.12
"2020-01-02",20100,0,
"2020-01-02",33946,0.05,0.49
"2020-01-02",47267,0,
"2020-01-02",49751,0.29,28.98
"2020-01-02",29322,0.1,5.4
"2020-01-02",85836,0,
"2020-01-02",91030,0.1,29.96
"2020-01-02",86775,0.1,3.93
"2020-01-02",30668,0,
"2020-01-02",33185,0.2,71.22
"2020-01-02",61517,0,
"2020-01-02",28709,0,
"2020-01-02",36571,0,
"2020-01-02",18904,0.05,0.49
"2020-01-02",28504,0.34,7.86
"2020-01-02",26753,0,
"2020-01-02",19184,0.15,1.96
"2020-01-02",72758,0,
"2020-01-02",42410,0.34,73.67
"2020-01-02",54430,0.1,0.98
"2020-01-02",64947,0.1,1.96
"2020-01-02",31827,0,
"2020-01-02",50692,0,
"2020-01-02",97896,0.05,0.49
"2020-01-02",86703,0,
"2020-01-02",63935,0.05,0.49
"2020-01-02",66282,0,
"2020-01-02",98402,1.08,110.02
"2020-01-02",52175,0.05,1.47
"2020-01-02",94511,0,
"2020-01-02",64504,0,
"2020-01-02",75612,0,
"2020-01-02",23483,0.05,0.49
"2020-01-02",70167,0.05,0.49
"2020-01-02",88341,0.2,18.17
"2020-01-02",69429,0.05,0.49
"2020-01-02",93802,0.05,0.98
"2020-01-02",70740,0,
"2020-01-02",54827,0.05,1.47
"2020-01-02",59304,0,
"2020-01-02",26488,2.36,1065.82
"2020-01-02",72713,0.05,0.49
"2020-01-02",93271,0,
"2020-01-02",67431,0,
"2020-01-02",41424,0.2,19.65
"2020-01-02",45601,0.15,54.52
"2020-01-02",92844,0.79,70.73
"2020-01-02",95253,0.2,65.32
"2020-01-02",55920,0.05,0.49
"2020-01-02",16633,0.15,12.28
"2020-01-02",96116,0.05,0.49
"2020-01-02",28525,0,
"2020-01-02",24723,0,
"2020-01-02",77713,0.2,13.26
"2020-01-02",13699,0.05,0.49
"2020-01-02",71279,3.14,123.28
"2020-01-02",49062,0,
"2020-01-02",72673,0,
"2020-01-02",25585,0,
"2020-01-02",83270,0.05,9.82
"2020-01-02",96217,0,
"2020-01-02",15305,0.1,1.47
"2020-01-02",28003,0,
"2020-01-02",51340,0.1,15.72
"2020-01-02",96111,0,
"2020-01-02",17941,0.1,1.96
"2020-01-02",33624,0.05,0.98
"2020-01-02",13326,0.05,0.49
"2020-01-02",11286,0,
"2020-01-02",86060,0,
"2020-01-02",60388,0,
"2020-01-02",72468,0,
"2020-01-02",88885,0.05,1.47
"2020-01-02",42091,0,
"2020-01-02",30851,0,
"2020-01-02",18946,0.05,0.49
"2020-01-02",53775,0.05,0.98
"2020-01-02",35971,0,
"2020-01-02",10650,0.05,0.98
"2020-01-02",86407,0,
"2020-01-02",14769,1.57,105.11
"2020-01-02",77666,0,
"2020-01-02",56441,0,
"2020-01-02",81400,0.15,1.47
"2020-01-02",39463,0,
"2020-01-02",77774,0,
"2020-01-02",99916,7.32,302.55
"2020-01-02",80144,0.1,0.98
"2020-01-02",16406,0.1,28.98
"2020-01-02",31956,0,
"2020-01-02",55355,0,
"2020-01-02",94158,0.05,0.98
"2020-01-02",57724,0.2,47.64
"2020-01-02",24120,0,
"2020-01-02",43491,0,
"2020-01-02",65358,0.05,0.98
"2020-01-02",23732,0,
"2020-01-03",29322,0.05,6.39
"2020-01-03",44820,0,
"2020-01-03",56441,0.05,0.49
"2020-01-03",83639,0,
"2020-01-03",49912,0,
"2020-01-03",73952,0,
"2020-01-03",85975,0.29,16.21
"2020-01-03",15254,0.2,6.39
"2020-01-03",98402,1.03,122.3
"2020-01-03",36218,0,
"2020-01-03",55355,0,
"2020-01-03",34887,0.15,66.8
"2020-01-03",91030,0.1,36.84
"2020-01-03",90828,0,
"2020-01-03",50479,0,
"2020-01-03",19334,0,
"2020-01-03",95253,0.25,55.01
"2020-01-03",36571,0,
"2020-01-03",75287,0,
"2020-01-03",50168,0,
"2020-01-03",80616,0,
"2020-01-03",69429,0.15,2.95
"2020-01-03",57724,0.05,9.82
"2020-01-03",64947,0,
"2020-01-03",36620,0.1,1.47
"2020-01-03",99916,9.14,333.99
"2020-01-03",24120,0,
"2020-01-03",11585,0,
"2020-01-03",35971,0,
"2020-01-03",29158,0,
"2020-01-03",50692,0.05,0.98
"2020-01-03",77298,0.05,1.96
"2020-01-03",52196,0,
"2020-01-03",77713,0.39,65.32
"2020-01-03",95767,0,
"2020-01-03",72713,0,
"2020-01-03",75612,0,
"2020-01-03",40967,0.05,0.49
"2020-01-03",59942,0,
"2020-01-03",24711,0,
"2020-01-03",35237,0.05,0.49
"2020-01-03",42608,0,
"2020-01-03",60825,0,
"2020-01-03",87696,0,
"2020-01-03",84652,0,
"2020-01-03",23483,0.05,1.47
"2020-01-03",26696,0,
"2020-01-03",72548,0.79,96.27
"2020-01-03",11286,0.05,1.47
"2020-01-03",47267,0,
"2020-01-03",56035,0,
"2020-01-03",97280,0.1,37.33
"2020-01-03",16164,0,
"2020-01-03",28525,0.05,15.72
"2020-01-03",19181,0.39,69.25
"2020-01-03",72468,0,
"2020-01-03",27232,0.05,0.49
"2020-01-03",25585,0,
"2020-01-03",77774,0,
"2020-01-03",45601,0.64,203.83
"2020-01-03",54430,0.15,2.46
"2020-01-03",48165,0.05,0.98
"2020-01-03",72703,0,
"2020-01-03",13699,0.15,2.95
"2020-01-03",98165,0,
"2020-01-03",75451,0.05,3.93
"2020-01-03",81654,0,
"2020-01-03",37544,0.1,0.98
"2020-01-03",86575,0.05,0.49
"2020-01-03",77832,0.88,11.79
"2020-01-03",31985,0,
"2020-01-03",85836,0.05,2.46
"2020-01-03",88885,0.1,2.46
"2020-01-03",54747,0,
"2020-01-03",86703,0,
"2020-01-03",54827,0.05,10.31
"2020-01-03",20100,0,
"2020-01-03",51853,0.05,0.49
"2020-01-03",41424,0.1,35.36
"2020-01-03",46819,0.05,0.49
"2020-01-03",76007,0.05,0.49
"2020-01-03",16406,0.2,306.97
"2020-01-03",11069,0,
"2020-01-03",99066,0,
"2020-01-03",99671,0.05,0.49
"2020-01-03",29286,0,
"2020-01-03",20302,0,
"2020-01-03",12192,0,
"2020-01-03",45811,0.15,1.47
"2020-01-03",15799,0,
"2020-01-03",12463,0.05,0.49
"2020-01-03",98265,0.44,100.2
"2020-01-03",42173,0.05,9.33
"2020-01-03",13591,0.05,0.49
"2020-01-03",92871,0.93,75.64
"2020-01-03",80144,0,
"2020-01-03",25559,0.39,74.17
"2020-01-03",23732,0,
"2020-01-03",95859,0,
"2020-01-03",22348,0,
"2020-01-03",61517,0,
"2020-01-03",60388,0,
"2020-01-03",70740,0,
"2020-01-03",71279,5.6,201.87
"2020-01-03",50282,0,
"2020-01-03",42091,0,
"2020-01-03",58235,0,
"2020-01-03",99674,0,
"2020-01-03",72758,0,
"2020-01-03",77698,0.05,1.96
"2020-01-03",85682,0,
"2020-01-03",55589,0.1,3.93
"2020-01-03",50104,0.1,6.39
"2020-01-03",80414,0,
"2020-01-03",33624,0.15,7.37
"2020-01-03",90153,0.29,27.01
"2020-01-03",46868,0,
"2020-01-03",32340,0.05,4.42
"2020-01-03",49521,0,
"2020-01-03",93802,0.05,1.96
"2020-01-03",57084,1.28,64.34
"2020-01-03",49751,0.2,29.47
"2020-01-03",78818,0.2,5.89
"2020-01-03",69827,8.15,262.77
"2020-01-03",57949,0.05,0.49
"2020-01-03",83862,0,
"2020-01-03",83394,0,
"2020-01-03",28003,0,
"2020-01-03",92290,0,
"2020-01-03",37479,0,
"2020-01-03",33185,1.08,92.34
"2020-01-03",26512,0,
"2020-01-03",29921,0,
"2020-01-03",65358,0.1,0.98
"2020-01-03",16401,0.05,3.93
"2020-01-03",11206,0.05,0.49
"2020-01-03",13496,0.74,31.43
"2020-01-03",96217,0,
"2020-01-03",18437,0.05,5.89
"2020-01-03",42958,0,
"2020-01-03",16633,0.15,30.94
"2020-01-03",96116,0.1,5.89
"2020-01-03",42410,0.74,81.04
"2020-01-03",57293,0.05,1.96
"2020-01-03",43491,0,
"2020-01-03",14769,2.11,151.28
"2020-01-03",64124,0.1,0.98
"2020-01-03",92867,0.05,13.75
"2020-01-03",80574,0.05,8.35
"2020-01-03",39463,0,
"2020-01-03",94058,0.1,1.47
"2020-01-03",86059,0.1,8.84
"2020-01-03",88341,0.1,5.4
"2020-01-03",72673,0.05,7.37
"2020-01-03",10625,0.05,3.44
"2020-01-03",10533,0,
"2020-01-03",11635,0,
"2020-01-03",46123,0.05,0.98
"2020-01-03",81189,0,
"2020-01-03",31827,0.05,13.75
