"time","lp_id","pct_access","engagement_index"
"2020-01-01",72932,0,
"2020-01-01",54430,0.06,5.68
"2020-01-01",50479,0.23,57.35
"2020-01-01",41424,0.17,60.19
"2020-01-01",78730,0,
"2020-01-01",21625,0,
"2020-01-01",11286,0.06,1.14
"2020-01-01",46498,0.06,1.7
"2020-01-01",57371,0.06,1.7
"2020-01-01",50282,0.06,0.57
"2020-01-01",13496,0.34,10.22
"2020-01-01",83112,0,
"2020-01-01",13699,0.06,1.14
"2020-01-01",80144,0.23,3.41
"2020-01-01",34887,0.06,14.76
"2020-01-01",86294,0,
"2020-01-01",49785,0.17,12.49
"2020-01-01",77698,0.17,13.06
"2020-01-01",77713,0.06,6.25
"2020-01-01",28199,0.06,0.57
"2020-01-01",76649,0.17,5.68
"2020-01-01",24120,0,
"2020-01-01",15254,0.06,75.53
"2020-01-01",16753,0,
"2020-01-01",25793,0.06,2.84
"2020-01-01",57084,0.28,2.84
"2020-01-01",15225,0.06,2.27
"2020-01-01",98265,0.17,1.7
"2020-01-01",72713,0.06,6.81
"2020-01-01",96706,0.06,2.84
"2020-01-01",14124,0.06,0.57
"2020-01-01",28504,0.23,32.37
"2020-01-01",36620,0.57,44.86
"2020-01-01",92871,0,
"2020-01-01",69827,0.51,27.26
"2020-01-01",26488,0.62,59.06
"2020-01-01",99916,1.31,101.08
"2020-01-01",32213,0.62,18.74
"2020-01-01",32654,0.06,0.57
"2020-01-01",80574,0.06,3.41
"2020-01-01",52175,0.11,2.27
"2020-01-01",21879,0.06,4.54
"2020-01-01",10650,0.06,0.57
"2020-01-01",54827,0.06,7.38
"2020-01-01",91279,0.06,1.7
"2020-01-01",49369,0,
"2020-01-01",92918,0.11,3.98
"2020-01-01",26372,0.06,2.84
"2020-01-01",73323,0.06,7.95
"2020-01-01",81189,0.11,15.9
"2020-01-01",29322,0.06,1.14
"2020-01-01",60825,0,
"2020-01-01",73466,0.06,3.41
"2020-01-01",48165,0.23,5.11
"2020-01-01",33185,0.17,3.98
"2020-01-01",26512,0.06,3.41
"2020-01-01",37479,0,
"2020-01-01",20677,0.06,1.14
"2020-01-01",41581,0,
"2020-01-01",64915,0,
"2020-01-01",16633,0.06,1.7
"2020-01-01",64947,0,
"2020-01-01",57293,0.06,9.09
"2020-01-01",43491,0.06,0.57
"2020-01-01",96217,0,
"2020-01-01",33946,0.11,5.68
"2020-01-01",11620,0,
"2020-01-01",13591,0.06,1.14
"2020-01-01",72758,1.02,29.53
"2020-01-01",85975,0.06,7.38
"2020-01-01",10450,0,
"2020-01-01",36102,0.06,77.8
"2020-01-01",16164,0.17,2.84
"2020-01-01",80414,0.06,1.14
"2020-01-01",98001,0.17,169.22
"2020-01-01",69429,0.06,1.7
"2020-01-01",65277,0,
"2020-01-01",37017,0.17,8.52
"2020-01-01",61441,0.17,4.54
